ID,Control,Control,Salt,Salt
gene-LOC18013569,154.084552,123.635505,439.604144,237.710102
gene-LOC18013571,3.526234,0.274183,0.283167,2.959273
gene-LOC18013572,0,0,0,0
gene-LOC18013573,0.379197,0,0,0.319148
gene-LOC18013574,0,0,0,0
gene-LOC18013575,1.142184,0.805095,0.653393,1.407737
gene-LOC18013576,7.638473,7.531595,7.291268,4.13075
gene-LOC18013577,0,1.045098,0.17978,1.525536
gene-LOC18013578,6.866297,4.52765,4.982191,8.375201
gene-LOC18013579,9.079805,4.877052,4.430285,22.846152
gene-LOC18013580,38.591562,32.810504,28.885858,35.993618
gene-LOC18013581,46.075547,51.112159,79.524146,38.700299
gene-LOC18013582,30.973914,27.400645,25.604422,27.285763
gene-LOC18013583,0.809652,0.519795,0.178598,1.020046
gene-LOC18013588,343.119585,312.60938,352.960281,326.952665
gene-LOC18013589,0,0,0,0
gene-LOC18013591,10.768335,12.661424,4.237694,9.443346
gene-LOC18013592,261.855482,185.516039,186.272821,210.848732
gene-LOC18013593,6.666007,5.590858,5.798916,6.269382
gene-LOC18013595,6.093462,3.184682,2.500202,5.364583
gene-LOC18013596,0,0,0,0
gene-LOC18013597,0,0,0,0
gene-LOC18013598,13.814311,12.017116,10.920175,15.015076
gene-LOC18013599,6.636001,5.328087,4.711518,4.541716
gene-LOC18013600,10.74931,8.012127,7.575888,8.522759
gene-LOC18013601,40.113922,43.161161,30.59786,37.333726
gene-LOC18013602,0,0,0.325701,0
gene-LOC18013603,2.72615,0,0,4.440829
gene-LOC18013605,0.596378,0.256887,0,0.126152
gene-LOC18013606,0,0.624055,7.777145,8.175162
gene-LOC18013607,0,0,0,0
gene-LOC18013608,2.95454,1.593811,0.410712,2.038072
gene-LOC18013609,0,0.028378,0.029152,0.055004
gene-LOC18013612,1.46714,1.129739,0.840487,1.960505
gene-LOC18013613,0.149221,0.383383,2.639708,2.252224
gene-LOC18013614,1.763903,1.421777,0.523184,2.499901
gene-LOC18013615,4.890068,2.108741,1.736757,5.53104
gene-LOC18013618,14.392467,12.723911,20.101362,27.978859
gene-LOC18013619,226.982608,163.192537,182.280213,193.813191
gene-LOC18013620,0.207254,0,0,0
gene-LOC18013621,6.106691,6.829694,5.760359,7.541767
gene-LOC18013623,11.530181,11.566699,4.67297,8.408474
gene-LOC18013624,25.94429,27.276109,22.570185,24.295174
gene-LOC18013626,169.46744,132.202426,71.279593,129.437184
gene-LOC18013627,7.619173,3.830323,3.623399,6.825359
gene-LOC18013628,233.579992,276.291104,378.716763,299.747277
gene-LOC18013629,141.103334,171.913328,225.562945,150.53124
gene-LOC18013631,0.076194,0.325406,0.538477,0.70206
gene-LOC18013632,16.550013,18.098671,29.508222,34.933107
gene-LOC18013634,24.288805,25.218568,50.818205,40.367894
gene-LOC18013635,69.229755,35.740301,45.61053,33.030527
gene-LOC18013636,0,0,0,0
gene-LOC18013637,18.480297,11.253242,18.034596,17.852651
gene-LOC18013638,2.525891,3.646493,3.728417,6.707014
gene-LOC18013639,14.417264,10.350503,18.577041,12.780458
gene-LOC18013640,3.183901,2.276539,2.289395,5.520956
gene-LOC18013641,10.470877,6.989877,8.747028,7.697173
gene-LOC18013642,0,0,0,0
gene-LOC18013643,27.689163,29.460738,17.333472,18.903387
gene-LOC18013645,57.105826,28.178154,48.345442,124.093532
gene-LOC18013646,3.98864,2.615827,3.70429,5.169207
gene-LOC18013648,20.815389,20.60688,8.737852,14.961228
gene-LOC18013649,0.551473,0,0,0
gene-LOC18013651,0,0.323463,0,0
gene-LOC18013652,3.209769,3.933595,2.869643,3.104279
gene-LOC18013653,4.838642,4.284623,3.073719,3.962891
gene-LOC18013654,98.624933,83.269316,40.30241,44.594934
gene-LOC18013655,6.087404,6.09779,4.835159,5.18166
gene-LOC18013656,13.101535,12.359016,14.163286,15.525485
gene-LOC18013657,0.246689,0,0,0.105584
gene-LOC18013658,42.746424,42.807348,31.172384,30.277263
gene-LOC18013659,139.896466,132.623985,141.573529,159.562942
gene-LOC18013660,33.86422,19.104276,29.750092,32.855231
gene-LOC18013663,24.940965,17.322384,14.081903,21.417974
gene-LOC18013664,0,0,0,0
gene-LOC18013666,71.254845,34.874785,135.169099,120.873118
gene-LOC18013667,34.956978,22.670235,25.054717,69.703112
gene-LOC18013669,144.397325,157.477167,110.928362,156.327481
gene-LOC18013671,0,0.621293,0.639485,1.217283
gene-LOC18013672,1.603397,0.962441,0.765832,0.689948
gene-LOC18013673,4.719138,5.863112,1.085482,9.001905
gene-LOC18013674,0,0.087344,0.036168,0.034246
gene-LOC18013675,0,0,0,0
gene-LOC18013676,0,0,0,0
gene-LOC18013677,12.074975,8.42648,11.303292,15.355449
gene-LOC18013678,116.826769,80.406681,58.133262,88.879454
gene-LOC18013680,0,0,0,0
gene-LOC18013681,1.321192,0.562564,0.332527,2.281507
gene-LOC18013682,0.927912,0,0,0
gene-LOC18013684,20.652808,25.631864,32.201216,38.105167
gene-LOC18013685,44.021231,40.229343,39.181293,45.709959
gene-LOC18013687,18.067067,26.953782,23.903693,30.100462
gene-LOC18013688,0.030054,0,0.053055,0.025077
gene-LOC18013689,365.724114,562.711822,144.5272,194.051637
gene-LOC18013690,30.861557,27.995919,16.049328,21.221571
gene-LOC18013691,321.250754,367.230597,287.466801,220.859146
gene-LOC18013693,19.957781,34.951598,45.298579,121.955288
gene-LOC18013694,0.182381,0.313865,2.159493,1.491018
gene-LOC18013695,0.65043,0.111995,0.82516,2.042531
gene-LOC18013696,3.044432,1.893498,2.254722,3.808086
gene-LOC18013697,2.426215,1.986415,1.725421,3.814595
gene-LOC18013698,31.260853,29.009991,28.470064,34.128367
gene-LOC18013700,46.039423,43.365357,22.638382,33.152143
gene-LOC18013702,0,0,0,0
gene-LOC18013703,13.604083,9.145376,8.193349,12.616885
gene-LOC18013704,0.628853,0.460329,0.079374,0.375425
gene-LOC18013705,13.157785,11.474197,13.986329,21.006458
gene-LOC18013708,22.081678,22.204016,21.103148,24.351741
gene-LOC18013711,41.127405,29.798607,17.031051,34.989084
gene-LOC18013712,36.415083,36.526239,21.355114,22.378331
gene-LOC18013713,7.715049,10.415603,5.361633,8.671056
gene-LOC18013717,0.37771,0.297654,0.66772,0.827061
gene-LOC18013718,97.654992,141.681083,105.074409,170.1894
gene-LOC18013719,40.2024,34.98591,83.126829,48.078029
gene-LOC18013720,43.454621,33.782676,140.807021,101.12394
gene-LOC18013721,8.655649,1.955131,0.668629,8.420973
gene-LOC18013722,13.632056,6.618994,13.141872,19.668253
gene-LOC18013723,194.76717,139.186931,109.119916,111.034724
gene-LOC18013724,60.987332,45.044947,72.23187,95.798708
gene-LOC18013726,14.296689,11.77425,10.355654,11.94473
gene-LOC18013727,0,0,0,0.605568
gene-LOC18013728,33.839122,25.257604,86.611052,75.640874
gene-LOC18013729,2.92877,0,0,1.598698
gene-LOC18013730,41.902628,37.881214,32.372826,37.530814
gene-LOC18013731,13.963346,14.543819,12.88951,13.258047
gene-LOC18013733,10.256493,14.539997,82.340063,15.666519
gene-LOC18013738,43.679988,33.672672,53.550919,75.303481
gene-LOC18013741,12.688331,12.381422,10.45687,13.239943
gene-LOC18013742,19.114208,14.219525,74.703233,56.257683
gene-LOC18013743,8.007984,8.061199,5.779117,6.279019
gene-LOC18013744,23.899962,29.069566,34.495702,46.495706
gene-LOC18013745,0,0,0,0
gene-LOC18013747,13.451497,11.700077,8.961274,18.47505
gene-LOC18013751,0,0,0,0
gene-LOC18013752,0,0,0,0
gene-LOC18013753,0,0,0,0
gene-LOC18013754,84.970913,59.607873,51.760422,91.763625
gene-LOC18013755,21.404688,34.299947,48.655876,59.4237
gene-LOC18013756,16.034383,19.149398,18.457203,22.393381
gene-LOC18013758,0.619886,0,0,1.059441
gene-LOC18013759,6.08011,4.553029,3.449459,4.445906
gene-LOC18013760,8.140409,7.074755,5.007767,7.687306
gene-LOC18013761,0,0,0.071286,0.135226
gene-LOC18013762,42.320423,58.044435,57.353826,60.513237
gene-LOC18013765,2.220985,1.306642,0.815236,2.245343
gene-LOC18013766,37.536038,30.819297,26.60257,34.507282
gene-LOC18013767,14.176411,16.647236,28.167224,34.741243
gene-LOC18013769,10.985922,6.299392,7.561314,17.979671
gene-LOC18013773,3.680974,4.002187,25.79083,28.085104
gene-LOC18013774,12.697608,10.344953,9.31484,12.977149
gene-LOC18013775,10.651357,11.756698,7.88635,12.059926
gene-LOC18013776,101.54494,164.825195,51.569514,20.02632
gene-LOC18013777,33.01424,29.586079,65.584884,19.444284
gene-LOC18013778,4.588066,4.735091,4.378692,6.123099
gene-LOC18013779,15.070855,12.866969,10.493881,21.47925
gene-LOC18013780,12.409941,14.452646,22.656566,15.450671
gene-LOC18013781,112.989971,101.610418,129.795208,110.14287
gene-LOC18013782,0.27752,0,0,0.230543
gene-LOC18013788,0,0,0,0
gene-LOC18013789,24.612611,26.371967,52.019143,34.474672
gene-LOC18013791,22.669589,22.497088,13.559224,13.298526
gene-LOC18013792,11.721816,6.859212,3.458283,18.790701
gene-LOC18013793,16.63547,6.706185,8.36154,21.532679
gene-LOC18013794,6.979676,0.38089,0.27628,5.719321
gene-LOC18013795,0.05432,0.324442,0,0.045447
gene-LOC18013796,2.092705,1.287285,2.27432,3.461239
gene-LOC18013800,26.53957,23.346919,40.061124,42.129144
gene-LOC18013801,0,0,0,0
gene-LOC18013802,7.13964,2.38346,5.479515,11.076191
gene-LOC18013803,4.458592,4.192042,2.991518,5.252694
gene-LOC18013804,15.867969,15.345715,20.07357,28.730774
gene-LOC18013806,0.603473,0.466197,0.428385,0.610919
gene-LOC18013808,34.197263,47.578985,137.148989,111.49066
gene-LOC18013809,54.200805,55.529278,35.747736,42.456566
gene-LOC18013810,1.740651,1.139957,0.70719,3.664481
gene-LOC18013811,19.059985,11.305837,0,6.573349
gene-LOC18013812,9.168806,10.802051,20.051807,23.686122
gene-LOC18013813,66.852788,17.544237,11.943781,120.128441
gene-LOC18013814,5.786519,3.089703,3.051228,3.966286
gene-LOC18013816,18.042625,17.61993,5.473026,12.409923
gene-LOC18013817,112.669088,125.331648,144.969566,134.380088
gene-LOC18013818,5.863905,6.154954,4.806739,7.253701
gene-LOC18013819,8.422536,4.612002,0.135143,8.751408
gene-LOC18013820,36.747531,33.720346,99.56184,127.518679
gene-LOC18013821,0.020217,0.15581,0.053714,0.084997
gene-LOC18013822,44.585733,24.137759,0,16.45877
gene-LOC18013823,15.066538,15.855357,16.488786,20.14437
gene-LOC18013825,0.96507,1.117664,0.827818,3.516464
gene-LOC18013826,4.551844,4.347176,4.958883,5.448065
gene-LOC18013827,0.406012,0,0,0.506648
gene-LOC18013828,35.038185,37.99405,48.398573,41.703093
gene-LOC18013829,7.769429,6.217828,4.726464,5.02196
gene-LOC18013830,8.63391,7.179058,6.288823,7.790114
gene-LOC18013832,5.071481,5.736866,1.405912,4.695142
gene-LOC18013833,162.323613,137.27271,136.640117,169.578681
gene-LOC18013834,42.34411,40.917455,37.952127,41.57076
gene-LOC18013836,32.13996,33.726344,13.759466,20.697862
gene-LOC18013839,12.827348,9.510472,11.459434,28.978774
gene-LOC18013840,2.614838,7.182946,7.105669,2.122001
gene-LOC18013842,11.075067,11.284141,13.742331,13.371211
gene-LOC18013843,15.19646,19.363401,41.060179,61.335771
gene-LOC18013844,254.541288,260.866086,245.000825,200.65078
gene-LOC18013845,1.706771,3.316341,2.781451,4.954974
gene-LOC18013846,13.229329,11.395389,12.974403,8.901862
gene-LOC18013847,3.440142,0,0,4.282228
gene-LOC18013849,50.189871,42.945434,23.99886,22.741326
gene-LOC18013850,15.942582,12.21531,16.746283,15.733861
gene-LOC18013851,0,0,0,0
gene-LOC18013852,0,0,0,0
gene-LOC18013854,120.213423,63.46538,41.889771,126.814057
gene-LOC18013856,31.291731,19.242713,0.418402,22.515789
gene-LOC18013857,291.110418,316.331411,266.676992,258.540494
gene-LOC18013858,0.203343,0.05709,0,0.111471
gene-LOC18013859,0,0,0,0
gene-LOC18013861,2.429806,1.102833,1.775037,2.037184
gene-LOC18013862,79.074933,32.756863,1.095032,48.780204
gene-LOC18013863,1.66361,0.776193,0.034959,1.124051
gene-LOC18013865,161.62444,146.965463,127.096712,130.671844
gene-LOC18013866,20.40313,20.960327,20.232666,16.363174
gene-LOC18013867,0,0,0,0
gene-LOC18013870,0,0,0,0
gene-LOC18013871,11.251768,20.941837,20.52892,19.509191
gene-LOC18013872,0.052017,0.044294,0.091694,0.043382
gene-LOC18013873,26.898986,21.711063,56.677988,37.363881
gene-LOC18013875,0,0,0,0
gene-LOC18013878,0,0,0,0
gene-LOC18013880,23.659805,33.787978,50.289481,69.304479
gene-LOC18013881,66.75397,66.718336,15.175475,39.052857
gene-LOC18013882,4.106537,1.97575,0.755006,3.144227
gene-LOC18013883,0.857156,0.942116,0.381009,1.033676
gene-LOC18013885,13.154601,11.82706,13.073844,19.18275
gene-LOC18013886,1.43201,0.885069,0.980086,1.375358
gene-LOC18013888,19.346542,20.196787,16.506817,16.161782
gene-LOC18013890,81.05968,80.570132,49.001374,69.82944
gene-LOC18013892,89.045697,82.502057,129.554867,90.117594
gene-LOC18013893,10.351865,7.431844,1.686939,4.344916
gene-LOC18013894,0,0,0,0
gene-LOC18013895,8.391435,9.143223,8.545943,8.401596
gene-LOC18013896,0.760448,0.224979,0,0.538899
gene-LOC18013897,93.564349,83.482078,145.084691,60.124014
gene-LOC18013899,3.792231,2.996907,11.835995,23.269346
gene-LOC18013900,0.545673,0.212891,0.483488,0.417433
gene-LOC18013901,9.562309,9.042466,16.705366,16.78512
gene-LOC18013902,180.239603,173.300755,164.323396,136.789952
gene-LOC18013904,21.155826,16.366084,5.79851,7.429063
gene-LOC18013905,3.761052,3.961928,1.764497,3.204621
gene-LOC18013906,8.262827,1.773775,0.031675,4.474836
gene-LOC18013907,8.41419,7.799805,4.245656,4.6436
gene-LOC18013911,46.248017,92.718904,86.644504,136.41513
gene-LOC18013913,42.830272,45.611976,37.35736,30.638769
gene-LOC18013914,7.232507,8.472779,10.615212,10.776556
gene-LOC18013915,19.509209,15.422044,15.666021,15.779645
gene-LOC18013918,0,0,0,0.135528
gene-LOC18013919,9.678401,10.597977,131.605657,108.59662
gene-LOC18013920,3.996527,3.041386,2.013963,3.218406
gene-LOC18013921,0.255127,0.438028,0,0.28694
gene-LOC18013922,6.208251,5.911376,6.17036,8.961457
gene-LOC18013923,12.245595,9.626966,10.025254,10.874467
gene-LOC18013924,1670.968791,2085.28119,1803.168144,967.404723
gene-LOC18013925,78.979531,129.691205,992.964187,289.504732
gene-LOC18013926,0,0,0,0
gene-LOC18013927,11.570373,6.649975,12.666424,8.287023
gene-LOC18013928,0.380699,0.326672,0,0.080233
gene-LOC18013929,44.068486,47.266694,33.152387,49.368965
gene-LOC18013930,0.735085,0,0.059143,0.22463
gene-LOC18013932,349.700139,339.309432,321.238067,239.80726
gene-LOC18013933,9.909559,5.911178,10.930181,16.397227
gene-LOC18013937,1.315897,1.590546,1.312379,2.219701
gene-LOC18013938,8.209181,7.817432,9.240919,12.797956
gene-LOC18013940,9.327441,7.80173,10.808004,10.603257
gene-LOC18013941,33.917382,37.204605,77.527065,102.720662
gene-LOC18013942,0,0,0,0
gene-LOC18013943,18.48503,15.384578,11.67761,12.701992
gene-LOC18013944,13.329716,12.523091,70.965884,47.78683
gene-LOC18013945,16.564903,5.105602,0.099737,11.284806
gene-LOC18013946,55.23928,67.724173,37.338847,29.64057
gene-LOC18013947,1.013097,1.27784,2.535653,2.560792
gene-LOC18013948,0.404761,0.148453,2.816954,1.797218
gene-LOC18013951,61.998372,63.286121,52.197928,44.388144
gene-LOC18013952,0,0,0,0
gene-LOC18013953,43.147598,44.88419,31.642698,36.339704
gene-LOC18013954,0.91821,0,0,0.719411
gene-LOC18013957,110.462399,122.471116,91.319322,88.211512
gene-LOC18013958,0.058281,0.583427,2.496609,1.105086
gene-LOC18013960,0,0,0,0
gene-LOC18013961,1.621951,0.649113,0.862536,0.727907
gene-LOC18013962,0.890387,0.481949,0.373492,0.944229
gene-LOC18013966,7.379391,14.495361,27.116804,22.188535
gene-LOC18013967,7.255756,8.046224,6.028265,10.022837
gene-LOC18013968,4.683039,3.406308,2.754475,4.240366
gene-LOC18013970,0,0,0,0
gene-LOC18013971,35.352192,28.603756,108.452067,130.008509
gene-LOC18013973,35.351096,36.947583,22.147113,28.856061
gene-LOC18013974,0,0,0,0
gene-LOC18013975,0,0,0,0
gene-LOC18013976,1.759536,1.471576,0.956119,1.477967
gene-LOC18013978,3.654707,8.322204,15.673896,21.618722
gene-LOC18013979,78.352678,68.175398,55.506692,115.934085
gene-LOC18013980,286.013545,282.171054,410.334089,335.293064
gene-LOC18013981,91.996733,65.129827,52.529143,75.86433
gene-LOC18013982,21.867283,20.767083,8.272307,10.697993
gene-LOC18013983,4.899493,4.53576,4.038555,5.342473
gene-LOC18013984,0,0,0,0
gene-LOC18013986,12.741391,9.953798,3.999992,11.72708
gene-LOC18013987,7.978443,2.477761,0,3.766716
gene-LOC18013988,40.181872,37.998856,22.405071,34.567896
gene-LOC18013989,0,0,0,0
gene-LOC18013990,62.909213,54.229048,45.879558,28.490461
gene-LOC18013994,0,0,0,0
gene-LOC18013996,6.109636,6.975265,14.577767,11.405758
gene-LOC18013997,61.809643,39.227256,34.128235,72.082295
gene-LOC18013999,0,0,0,0
gene-LOC18014002,23.555762,1.064547,0.025607,10.279117
gene-LOC18014004,18.242633,30.517627,15.786737,27.608676
gene-LOC18014008,63.11718,64.51966,20.808283,10.766212
gene-LOC18014009,19.496671,28.204328,19.191502,16.738137
gene-LOC18014010,48.176345,35.301326,178.958854,99.953266
gene-LOC18014011,10.158427,8.349034,5.91791,5.876667
gene-LOC18014012,0,0,0,0
gene-LOC18014013,6.244163,7.819996,2.536156,1.787595
gene-LOC18014014,78.609736,76.553039,164.837531,112.479291
gene-LOC18014017,0.343759,0,0,0
gene-LOC18014020,0.388567,0.11069,0,0.868506
gene-LOC18014021,32.971791,22.117968,22.427051,33.386311
gene-LOC18014022,2.3119,1.699789,1.246042,1.939831
gene-LOC18014024,0,0,0,0
gene-LOC18014025,0,0.607659,2.354077,0.371375
gene-LOC18014026,4.751629,14.03333,14.906578,9.136214
gene-LOC18014027,5.484392,2.885153,10.258406,13.492641
gene-LOC18014029,0.125047,0.10652,0.220299,0
gene-LOC18014030,85.239416,90.147705,64.817443,76.998
gene-LOC18014031,17.02334,16.861324,19.052064,20.900864
gene-LOC18014032,122.420947,127.530506,94.294394,94.437856
gene-LOC18014033,265.232111,238.233042,253.830098,287.431031
gene-LOC18014036,0,0,0,0
gene-LOC18014037,1.379504,2.730456,0.402888,3.409735
gene-LOC18014038,15.772982,15.115773,19.496252,18.541327
gene-LOC18014042,0,0,0,0.075696
gene-LOC18014043,20.489116,23.343789,32.523959,34.490504
gene-LOC18014044,51.788945,54.038288,87.64082,57.403392
gene-LOC18014045,28.29807,21.538831,32.790811,37.650154
gene-LOC18014046,0.316099,0.134075,0.138999,0.393086
gene-LOC18014047,251.67962,262.801557,139.010088,124.36605
gene-LOC18014048,114.131603,83.11555,58.067959,87.022744
gene-LOC18014049,0,0,0,0
gene-LOC18014050,0,0,0,0.075696
gene-LOC18014052,0,0,0,0
gene-LOC18014053,195.29681,21.891857,31.013923,15.754198
gene-LOC18014055,23.159303,13.031226,18.626926,20.145772
gene-LOC18014056,0,0,0,0.075696
gene-LOC18014057,0,0,0,0.075696
gene-LOC18014059,19.952853,18.70539,14.844115,22.329684
gene-LOC18014060,16.270221,13.587207,13.648108,13.080541
gene-LOC18014061,0,0,0,0
gene-LOC18014062,0,0,0,0
gene-LOC18014064,2.450514,0.857998,2.026696,2.737428
gene-LOC18014065,5.156841,8.272204,3.702701,7.580861
gene-LOC18014066,5.897635,4.124107,2.421691,2.614361
gene-LOC18014069,0,0,0,0.199381
gene-LOC18014070,0.151725,0.118169,0.121945,0.349402
gene-LOC18014072,1.312579,0.309221,0.106093,1.619974
gene-LOC18014073,23.135517,20.594331,34.037954,21.959204
gene-LOC18014074,31.19451,33.956974,35.47821,31.890614
gene-LOC18014076,0,0,0,0
gene-LOC18014077,5.125206,4.589381,1.904459,3.55097
gene-LOC18014079,85.043596,41.826283,21.011053,90.548738
gene-LOC18014080,0,0,0,0
gene-LOC18014081,3.460352,3.862116,3.781006,4.082899
gene-LOC18014082,5.460067,3.536038,2.646692,3.819825
gene-LOC18014083,28.634346,25.391514,43.861321,35.177134
gene-LOC18014084,2.171767,1.707919,1.175948,3.350027
gene-LOC18014085,0,0.154989,0,0.159399
gene-LOC18014087,0.154893,0.26365,0,0
gene-LOC18014088,4.059902,5.315019,0.058639,0.939464
gene-LOC18014090,0.507804,0.727663,0.598847,0
gene-LOC18014093,126.086647,98.352768,110.418217,142.114076
gene-LOC18014095,0.162223,0,0,0
gene-LOC18014097,0,0,0,0
gene-LOC18014100,11.391202,9.146513,3.30436,9.087226
gene-LOC18014101,5.353427,4.677752,4.000276,5.824517
gene-LOC18014102,3.003189,0.183458,0.09484,2.249875
gene-LOC18014103,6.809032,3.682477,2.598283,9.504152
gene-LOC18014104,39.982474,53.205278,101.641595,107.628382
gene-LOC18014106,10.733047,10.918741,7.710963,3.618152
gene-LOC18014109,89.343438,97.414582,93.288672,80.808453
gene-LOC18014110,2.941022,0.644834,4.147288,6.778985
gene-LOC18014111,174.9805,201.04587,93.241864,99.00942
gene-LOC18014112,0,0.100165,0,0
gene-LOC18014115,0.084873,0,0,0
gene-LOC18014116,0,0,0,0
gene-LOC18014118,1.19606,0.571412,0.235941,1.01134
gene-LOC18014119,0.565678,0.451646,1.148044,0.921477
gene-LOC18014120,21.407767,25.569781,13.640679,10.761211
gene-LOC18014123,14.845156,15.872077,9.763416,14.133051
gene-LOC18014124,148.22356,19.533059,38.302179,22.423569
gene-LOC18014125,11.009701,15.524697,18.106935,17.958545
gene-LOC18014126,9.763602,5.902851,10.01998,22.302927
gene-LOC18014127,3.337677,4.484736,3.623308,3.382285
gene-LOC18014128,5.015426,6.543606,15.067151,10.611478
gene-LOC18014129,46.29957,42.051197,23.690371,39.034221
gene-LOC18014130,8.38921,8.084294,6.97958,8.6751
gene-LOC18014131,6.410453,6.225101,4.391749,4.636327
gene-LOC18014132,0,0.049815,0,0.048884
gene-LOC18014133,30.537118,26.870393,16.195731,33.557569
gene-LOC18014134,0,0,1.252327,1.517937
gene-LOC18014135,0.481874,0.494084,0.682206,1.211078
gene-LOC18014136,33.202585,17.161515,0.325701,27.693189
gene-LOC18014137,0.094839,0.244596,3.028755,2.003766
gene-LOC18014138,1.005404,0.689427,0.118675,1.632494
gene-LOC18014139,21.17841,6.239698,25.489895,16.897063
gene-LOC18014141,46.351313,52.884322,25.400046,19.348565
gene-LOC18014142,3.025074,1.235523,1.01605,3.183515
gene-LOC18014143,10.612002,7.262681,4.970091,10.616339
gene-LOC18014146,15.364393,12.010888,11.393824,18.70785
gene-LOC18014147,0,0,0,0
gene-LOC18014148,0,0,0,0
gene-LOC18014149,0.435949,0.707913,2.31267,2.155589
gene-LOC18014150,0,0,0,0
gene-LOC18014151,18.822889,12.226317,12.644708,23.981587
gene-LOC18014152,30.268778,32.474691,22.940022,20.14242
gene-LOC18014153,70.546014,85.546239,56.603869,49.242719
gene-LOC18014156,0,0.136962,0.21228,0.398506
gene-LOC18014157,0.173502,0,0,0.07253
gene-LOC18014158,0,0,0,0
gene-LOC18014159,0,0,0.42205,0.080194
gene-LOC18014160,5.598429,3.851574,6.721231,10.914501
gene-LOC18014164,73.803065,97.645058,110.990103,148.086852
gene-LOC18014167,0,0,0,0
gene-LOC18014170,0,0,0,0
gene-LOC18014171,0,0,0,0
gene-LOC18014172,0,0,0,0
gene-LOC18014173,2.039638,1.855717,9.195181,5.834091
gene-LOC18014174,18.710854,15.404252,11.610928,18.440761
gene-LOC18014177,0,0,0,0
gene-LOC18014180,48.355447,48.140556,57.208438,71.623758
gene-LOC18014181,7.851033,7.797126,9.499681,10.083209
gene-LOC18014182,21.5594,20.190944,11.66295,22.388462
gene-LOC18014183,0,0,0,0
gene-LOC18014184,0,0,0,0
gene-LOC18014186,0,0,0,0
gene-LOC18014189,0,0,0,0
gene-LOC18014192,5.135846,7.704708,37.966252,46.222379
gene-LOC18014193,6.282047,6.859356,6.068737,4.92507
gene-LOC18014194,1.906526,2.951076,6.236284,4.135764
gene-LOC18014195,634.815448,452.728607,421.271347,544.789736
gene-LOC18014196,11.932812,4.78991,0.207402,8.042509
gene-LOC18014197,0.03519,0,0,0
gene-LOC18014199,0.124942,0.107836,0.993956,1.052454
gene-LOC18014200,0.852804,1.142868,2.362878,2.02596
gene-LOC18014201,0,0,0.986091,0.693013
gene-LOC18014202,130.038811,105.237596,530.123927,744.435232
gene-LOC18014203,32.370521,28.078741,28.537737,25.382296
gene-LOC18014204,1.450805,0.767459,0.494836,1.886189
gene-LOC18014205,19.810855,16.879781,12.30528,14.814039
gene-LOC18014209,1.477336,1.523248,1.646576,1.126779
gene-LOC18014211,1.208083,0.992495,0.483801,1.095852
gene-LOC18014212,13.651937,14.835259,7.607516,9.675649
gene-LOC18014214,0,0,0,0
gene-LOC18014215,0.24128,0.351873,0.641391,0.24608
gene-LOC18014216,0,0.085821,0.088964,0
gene-LOC18014219,0,0,0,0
gene-LOC18014223,0,0,0.376787,0
gene-LOC18014224,2.196794,1.883452,0.916566,1.631953
gene-LOC18014226,0,0,0,0
gene-LOC18014227,0,0,0,0.149053
gene-LOC18014228,0,0,0,0.076081
gene-LOC18014230,0,0,0,0
gene-LOC18014232,16.361879,14.228743,15.900912,18.800491
gene-LOC18014234,22.928528,31.320793,43.094461,34.286392
gene-LOC18014235,21.023273,20.641598,16.235218,12.871316
gene-LOC18014236,0,0,0,0
gene-LOC18014237,21.420365,24.792667,54.515181,42.008435
gene-LOC18014238,0.691635,0.295732,0.607877,1.158576
gene-LOC18014239,89.899479,144.619142,143.37108,201.156408
gene-LOC18014240,49.339655,25.798304,105.701014,42.484673
gene-LOC18014241,6.679989,5.862008,5.45935,7.732688
gene-LOC18014242,110.648463,108.421949,84.420446,85.271254
gene-LOC18014243,2.509906,3.546776,2.11573,2.93665
gene-LOC18014244,44.442611,42.449786,37.494469,33.106429
gene-LOC18014245,6.604759,5.502271,4.667468,5.239037
gene-LOC18014246,7.405314,8.772911,9.321709,9.262882
gene-LOC18014247,157.552397,113.088033,540.208793,35.456079
gene-LOC18014248,54.506451,49.552983,75.481302,62.462348
gene-LOC18014249,2.145216,1.131915,2.826762,2.68471
gene-LOC18014251,31.230023,39.402763,21.236301,22.10698
gene-LOC18014252,40.987801,37.22133,25.347312,24.100142
gene-LOC18014253,0.169253,0,0,0
gene-LOC18014254,0,0.070501,0.401385,0.242204
gene-LOC18014256,0.640466,0.54801,2.10199,1.263376
gene-LOC18014259,1.802197,0.852415,0,2.096375
gene-LOC18014260,16.86847,14.194657,8.95047,15.175087
gene-LOC18014261,1.509586,3.939515,1.698001,3.76177
gene-LOC18014262,7.257454,6.155413,14.171119,14.119236
gene-LOC18014263,67.045862,72.850074,51.156947,56.509018
gene-LOC18014264,89.370303,110.130786,169.088644,133.191668
gene-LOC18014265,0.227906,0.260625,0.134727,0.70399
gene-LOC18014266,0.659589,0.188365,1.493429,0.246456
gene-LOC18014267,7.52294,9.506225,8.468141,6.762
gene-LOC18014268,0.471376,0.151941,1.098772,0.697162
gene-LOC18014269,22.310545,20.016389,10.853562,15.673093
gene-LOC18014270,0.640238,0.409112,0.986409,2.393657
gene-LOC18014271,16.092899,34.950174,92.831377,2.612526
gene-LOC18014272,14.40029,16.295832,12.052916,13.633177
gene-LOC18014273,2.0481,3.695712,2.669252,2.126475
gene-LOC18014274,600.561993,312.873649,267.182768,315.430248
