ID,Leaf_ABA,Leaf_ABA,Root_ABA,Root_ABA,Leaf_Control,Leaf_Control,Root_Control,Root_Control
gene-LOC18008819,5.995656,5.666092,9.305852,10.863568,4.564562,8.261951,7.558609,5.894915
gene-LOC18008820,2.570942,2.529012,3.042642,3.217448,3.537311,3.435419,18.484197,17.974074
gene-LOC18008821,5.648351,6.096342,3.312637,3.559982,7.952473,8.441085,4.245374,3.016817
gene-LOC18008822,17.547275,26.707889,32.973528,22.327915,4.111421,11.85822,8.782736,7.243467
gene-LOC18008823,149.903862,292.634512,9.409261,3.11664,439.921763,456.590659,110.646742,63.848491
gene-LOC18008824,29.631512,28.817371,27.550427,24.284683,19.844308,21.995397,21.609708,16.898429
gene-LOC18008826,110.695598,113.97512,344.183722,344.788855,66.178766,81.047783,400.86341,310.871124
gene-LOC18008827,0.818196,1.011169,2.36438,1.987305,1.631234,1.405481,3.2135,2.398549
gene-LOC18008828,4.856995,6.482072,2.633092,4.064752,7.795725,8.849803,3.347502,2.483713
gene-LOC18008829,8.871828,8.651888,14.766213,15.914843,8.265727,11.016462,16.192354,14.453877
gene-LOC18008830,3.217043,4.321681,19.417285,21.809983,3.688956,4.73199,8.081942,4.155735
gene-LOC18008831,83.445105,86.554472,3.284299,2.465043,109.390927,85.230015,3.573951,4.01636
gene-LOC18008832,4.843926,1.81402,11.899938,11.220559,0.902957,1.745553,0.291384,2.572026
gene-LOC18008833,1.510437,1.20008,0.827197,0.57225,2.009079,1.85617,1.139705,1.274729
gene-LOC18008834,3.707678,4.606958,12.485478,11.695546,3.325164,3.265196,18.167631,15.108725
gene-LOC18008836,2.694188,3.324276,5.922009,6.700246,7.155689,9.923199,39.287826,37.936729
gene-LOC18008837,89.723605,108.52314,21.988678,22.746929,208.717617,188.122849,20.141343,21.411157
gene-LOC18008838,0.98292,0,0.906766,2.032267,0,0,14.172676,7.992283
gene-LOC18008840,0,0,0,0,0,0,0,0
gene-LOC18008842,32.919505,42.336947,61.016295,57.993735,25.478637,27.290486,49.658767,60.241945
gene-LOC18008843,11.305753,16.825467,25.958608,25.784546,9.400095,8.570078,28.331598,25.300739
gene-LOC18008844,1.275952,1.748372,1.836165,2.219881,1.305676,1.499999,2.275018,1.943778
gene-LOC18008845,4.100853,1.523227,2.136668,1.585089,4.270608,3.034054,1.696115,2.029385
gene-LOC18008846,8.45288,10.161388,4.23646,5.472796,15.084037,13.770634,9.244277,7.879928
gene-LOC18008848,21.260232,20.822285,16.316155,16.406797,12.515696,14.605691,21.054358,19.421794
gene-LOC18008849,0,0,0,0,0,0,0,0
gene-LOC18008850,201.334514,192.777796,94.246426,93.522803,171.587467,259.878648,786.591766,755.261969
gene-LOC18008851,0,0,0,0,0,0,0,0
gene-LOC18008852,23.040805,27.953899,78.216989,75.819805,24.768517,23.164271,112.696715,92.361015
gene-LOC18008853,92.717087,98.773711,108.598644,111.07498,68.634591,63.4131,96.906966,106.295981
gene-LOC18008854,0.414597,0,0.764949,5.143273,0,0,29.463238,29.076191
gene-LOC18008856,26.208189,13.724423,1.819127,2.97495,12.656754,18.247863,4.292219,1.929359
gene-LOC18008857,0,0,0,0,0,0,0,0
gene-LOC18008858,0,0,0,0,0,0,0,0
gene-LOC18008859,0.243955,0.236044,0.110976,0.124933,0,0,0,0.121781
gene-LOC18008860,14.382833,20.419094,2.490938,3.04837,25.063146,26.015773,3.606669,2.740282
gene-LOC18008861,215.095595,265.992855,463.382517,423.188494,227.716023,219.464251,470.685953,470.285746
gene-LOC18008862,2.760343,2.875935,1.732656,0.646155,4.955857,3.542754,26.912,17.250384
gene-LOC18008863,1.419971,1.290906,1.735515,1.875333,0.728886,0.927594,6.000051,6.175648
gene-LOC18008864,4.32212,3.94613,5.38794,1.299613,7.753327,7.999631,61.644957,46.456603
gene-LOC18008865,40.819181,46.563859,30.788123,32.280647,44.74367,36.960319,40.446137,43.13151
gene-LOC18008866,17.975202,25.278236,771.797845,765.151714,19.910739,21.618211,1546.152225,1560.95514
gene-LOC18008867,26.202992,25.089676,84.560568,61.612213,10.138541,15.400477,23.067488,32.201823
gene-LOC18008868,8.190564,7.666738,14.396728,16.812387,7.861554,8.224479,26.833848,22.804075
gene-LOC18008869,0.08416,0.247015,34.830284,44.041966,0,0.079584,4.870982,2.661839
gene-LOC18008871,4.843016,4.820612,26.167881,27.850167,6.425468,6.850989,78.663184,75.614561
gene-LOC18008872,45.630266,45.409533,91.576391,90.893403,30.17847,28.165166,110.16021,121.49545
gene-LOC18008874,136.548297,113.308215,1.607613,0.720605,185.761514,421.07239,0.358955,0.35424
gene-LOC18008875,5.619596,6.311138,8.648526,7.826526,5.498294,5.627873,14.515405,15.835663
gene-LOC18008876,3.699829,4.191192,10.40089,8.769902,3.331758,6.44717,23.306558,28.817774
gene-LOC18008877,3.173503,3.230591,2.771975,3.24227,2.203714,2.862126,2.701967,2.147535
gene-LOC18008878,1.487294,1.400404,288.666868,103.131065,2.463627,2.308289,548.033913,463.496561
gene-LOC18008879,4.459763,1.387267,3.267294,1.8209,0,0.670177,0.361119,4.319716
gene-LOC18008880,0,0,0,0,0,0,0,0
gene-LOC18008881,273.590153,277.240187,91.814936,69.222488,172.532487,213.636019,30.139516,38.472695
gene-LOC18008882,1.817133,1.968478,3.314597,3.573807,2.393185,1.610586,9.036422,7.941434
gene-LOC18008883,14.279052,19.504527,3.224329,3.065713,28.159164,22.511017,9.25845,6.511128
gene-LOC18008884,11.122069,10.701548,9.982732,8.884692,4.725384,5.164213,8.522571,9.708961
gene-LOC18008885,104.432688,87.596668,79.026531,88.15273,60.359478,50.075035,103.224182,92.150479
gene-LOC18008886,77.603842,47.723406,188.860208,173.139863,44.713613,79.297289,28.74736,23.957433
gene-LOC18008887,14.387578,22.140645,24.186701,25.112364,13.158004,15.51217,21.92166,19.314403
gene-LOC18008888,179.147253,117.830878,287.620515,267.861956,43.774546,58.570139,228.27148,198.148135
gene-LOC18008889,19.233016,19.156875,13.609289,12.187511,13.323009,13.094992,10.840774,10.462851
gene-LOC18008890,23.471816,24.573513,5.800485,6.819835,33.269972,34.497496,7.563528,5.81463
gene-LOC18008892,0,0,0.679352,1.522581,0,0,0.760746,0
gene-LOC18008893,0,0.491645,0,0.782885,1.225365,1.667247,26.983389,21.804986
gene-LOC18008896,0.706981,0.274927,1.293463,1.380356,0.068498,0.265238,0.649534,0.852332
gene-LOC18008897,27.110364,42.294269,280.236534,169.668826,57.669787,75.284215,58.28101,122.943095
gene-LOC18008898,37.685843,36.754681,54.435775,48.008897,13.652346,15.255935,50.226884,67.78038
gene-LOC18008899,68.998784,67.287474,2.121885,2.197313,113.432809,118.233892,5.310749,4.169088
gene-LOC18008900,0.198452,0.956149,0.179387,0,0.951578,0.183491,1.207379,0.393141
gene-LOC18008901,0,0,0.206956,0,0,0,0.587002,0
gene-LOC18008903,17.394227,19.566916,39.65024,39.855798,15.91229,18.287339,34.040697,36.254882
gene-LOC18008904,0,0,0,0,0,0,0,0
gene-LOC18008905,11.789826,12.152819,22.512242,25.210933,8.904636,9.962326,27.58033,27.513297
gene-LOC18008906,23.359883,25.280262,12.257252,10.747612,21.894224,19.107283,21.65191,19.480955
gene-LOC18008907,29.305949,26.212803,97.809644,102.832119,7.568258,11.903323,8.292889,23.971588
gene-LOC18008909,10.027258,7.687792,8.503899,8.431676,8.456655,10.404568,11.623217,11.131381
gene-LOC18008910,11.305211,11.366715,17.208034,15.084169,14.773289,15.754653,12.136735,16.887806
gene-LOC18008911,2.337806,4.480973,6.795267,5.818965,3.815226,2.670339,5.211418,6.327906
gene-LOC18008912,0.33584,0.141365,0.812598,0.370005,0.10528,0.236677,1.251234,0.607373
gene-LOC18008913,0,0.110381,0.517998,0.465073,0.329714,0.426499,3.234583,2.850821
gene-LOC18008914,12.308782,14.426791,7.376772,7.792103,13.774892,15.458518,12.151231,12.521944
gene-LOC18008915,45.840484,50.517249,26.978371,28.285152,39.96108,38.639464,37.817199,45.399653
gene-LOC18008917,134.823185,97.866385,83.770745,87.584965,67.964853,86.278058,80.945662,66.419854
gene-LOC18008918,0.118592,0.304397,0.177524,0.360782,0.454519,0.622123,2.908286,2.532919
gene-LOC18008919,2.222584,5.422339,3.811356,3.698108,3.105511,4.006203,3.251008,4.403354
gene-LOC18008921,0,0,0.063667,0,0,0,0.853378,0.34972
gene-LOC18008922,0.7713,0.789416,1.095581,1.131004,0.594601,0.643776,1.101363,1.691608
gene-LOC18008923,1.410764,2.642753,6.481411,9.066423,3.144829,2.271752,9.547947,11.583526
gene-LOC18008924,4.969563,15.327996,85.431257,105.981984,15.997106,24.537964,246.010267,372.8202
gene-LOC18008925,0,0,0.396224,0.67597,0,0.103267,0.336184,0.652456
gene-LOC18008926,21.225203,23.63685,17.156368,20.412643,25.740211,23.86476,29.054883,21.718601
gene-LOC18008927,19.133838,18.567486,32.891084,41.575044,11.195922,10.592296,23.874339,21.446229
gene-LOC18008928,3.1825,4.084833,6.878937,8.144458,4.800109,5.127256,11.443127,11.732351
gene-LOC18008929,5.733901,5.188678,3.508959,2.80166,12.600354,10.562641,6.987787,8.127695
gene-LOC18008930,2.824438,2.793467,4.394347,3.77375,2.916448,3.62007,9.243803,9.841679
gene-LOC18008931,0,0,0,0,0,0,0,0
gene-LOC18008932,0.095469,0.092261,1.207087,1.068525,0,0,3.186758,2.748144
gene-LOC18008934,0,0,0,0,0,0,0,0
gene-LOC18008935,20.425042,25.262359,17.693211,16.449094,28.397535,30.484717,27.033729,34.364643
gene-LOC18008936,31.372923,42.181143,32.802942,26.869763,33.848493,37.947135,23.57525,21.962531
gene-LOC18008937,77.065206,70.772368,165.734163,145.928647,62.515733,63.535294,126.678537,126.494152
gene-LOC18008938,12.633227,12.03045,14.016764,13.302078,10.652997,12.401195,17.564154,13.19471
gene-LOC18008939,12.60261,13.280469,10.0752,12.263669,14.829174,13.943391,10.467752,14.417776
gene-LOC18008940,7.719703,6.624332,11.961573,11.753015,5.061812,7.25839,26.940303,25.681928
gene-LOC18008941,7.363127,8.999309,11.429134,8.676888,3.708128,4.51219,6.630327,5.368047
gene-LOC18008942,0.156176,0.374403,0.559631,0.474869,0.744377,0.143329,3.930688,2.603661
gene-LOC18008943,0.73789,0.241639,0,0.12728,0,0.234309,0.379826,0
gene-LOC18008944,17.831497,15.912703,18.816673,17.917008,9.265927,11.239667,16.296708,15.048947
gene-LOC18008945,12.609072,13.767664,16.388681,12.303071,14.663875,16.662157,12.899445,13.200034
gene-LOC18008946,0,0,0,0,0,0,0,0
gene-LOC18008947,21.273198,14.079546,19.228603,20.534954,9.918281,12.570133,19.391073,15.366116
gene-LOC18008948,0,0.1463,0,0,0,0.071052,0,0
gene-LOC18008949,0.121479,0,0.112724,0,0.059294,0.057465,0,0
gene-LOC18008950,0,0,0,0,0,0,0,0
gene-LOC18008951,0.890497,1.792393,2.328247,4.252673,2.249059,1.893121,7.095823,5.387598
gene-LOC18008952,6.031679,6.996216,7.581421,8.45083,4.762375,5.025519,11.039724,10.359048
gene-LOC18008953,1.743211,0.990585,0.709822,0.262696,0.989821,1.445844,1.042405,1.302982
gene-LOC18008954,3.498637,3.554137,5.425968,7.500964,2.610926,2.889089,5.31646,7.124751
gene-LOC18008955,18.040412,24.458675,4.386998,5.134988,27.496549,25.259027,6.769097,5.232289
gene-LOC18008956,4.34025,4.413744,4.848134,4.737624,4.510549,4.32047,3.802588,4.09563
gene-LOC18008957,12.526727,15.835824,12.698917,11.650676,14.783365,14.405474,8.530891,9.344614
gene-LOC18008958,3.322583,5.633377,7.295727,6.94126,2.593133,3.348725,3.640769,4.280848
gene-LOC18008959,75.357019,63.7618,69.946614,76.288481,38.436504,49.531798,76.978987,68.789555
gene-LOC18008960,53.34741,61.837167,71.995451,83.374295,46.961181,43.958223,59.926874,67.446194
gene-LOC18008961,32.32594,33.705841,55.010798,59.628472,20.058811,20.886006,46.922179,59.171278
gene-LOC18008962,2.627064,2.399247,12.04107,14.348812,0,0.290961,4.864743,2.842145
gene-LOC18008963,47.684498,45.626661,40.824011,44.900065,29.297137,35.324679,41.62519,47.506752
gene-LOC18008965,45.959288,51.010158,60.93688,64.468252,32.607096,36.815755,96.846264,93.142562
gene-LOC18008966,58.882815,45.170702,36.103477,33.891134,30.839018,27.35054,33.744545,21.878215
gene-LOC18008967,0.775985,1.155267,1.13535,1.169757,1.501745,0.871251,6.342568,5.088526
gene-LOC18008968,15.665432,15.414264,8.885654,6.291806,18.275322,18.522222,9.090923,7.548685
gene-LOC18008969,2.641025,4.008915,4.108132,2.092759,3.982013,4.410256,2.286163,2.599838
gene-LOC18008970,0.39433,0.182669,0.163511,0.187985,0.181187,0,0,0.35979
gene-LOC18008971,311.578683,344.40398,538.089806,555.361483,241.088608,229.085446,507.70032,502.519303
gene-LOC18008973,0,0,0,0,0,0,0,0
gene-LOC18008974,0.623409,0.844229,2.351688,1.844654,0.838682,0.658311,4.026248,4.357531
gene-LOC18008975,3.996211,4.754597,5.844547,5.281254,3.325073,4.244161,7.418396,7.512563
gene-LOC18008976,36.409106,33.447156,14.691294,20.614618,38.602138,43.334443,22.257964,19.950062
gene-LOC18008977,48.915755,43.626107,61.887708,69.263272,30.666874,28.956935,129.126056,110.808927
gene-LOC18008978,8.400613,8.763631,10.585163,13.150209,9.459718,10.952425,16.195432,17.369136
gene-LOC18008979,13.759978,13.931255,41.161132,49.040406,18.890817,20.239797,264.292529,539.747035
gene-LOC18008980,94.521729,71.688539,109.937839,123.752347,44.921557,51.518901,69.078011,63.319154
gene-LOC18008981,38.700605,28.416618,12.366166,13.542359,12.723263,26.332086,9.893733,10.13297
gene-LOC18008982,8.364613,19.453519,206.739024,176.187824,9.848417,12.200691,168.349936,143.821295
gene-LOC18008983,3.456166,5.281781,3.200027,2.933538,3.871701,3.410879,4.068984,3.937851
gene-LOC18008984,16.75073,11.482814,11.402134,13.057252,8.178193,10.802863,15.49658,13.532904
gene-LOC18008985,3.684597,1.876081,2.21581,2.352891,3.305925,6.548646,3.373647,3.388647
gene-LOC18008986,35.718759,54.028352,67.001655,64.425946,40.998123,48.615523,83.844882,87.875102
gene-LOC18008987,0.306192,0.149506,70.893795,67.692483,0,0,133.042766,89.028992
gene-LOC18008988,0,0,0,0,0,0,0,0
gene-LOC18008989,13.117918,12.563644,25.242428,28.256891,9.751999,10.821981,28.085836,26.870315
gene-LOC18008990,4.815666,5.636099,4.672083,5.942518,7.107386,5.175634,20.923069,18.227902
gene-LOC18008991,1.759781,2.419746,11.55123,8.691787,0.722892,0.465235,1.272118,3.727849
gene-LOC18008992,9.814474,9.430873,7.025695,7.220914,10.145724,10.327221,6.868261,9.464749
gene-LOC18008993,0.411865,0.256571,16.078308,20.363474,0.127083,0.247436,4.673159,3.238756
gene-LOC18008994,0,0,0,0,0,0,0,0
gene-LOC18008995,2.334342,2.61429,2.033486,2.102684,1.199601,0.772071,2.092493,2.436628
gene-LOC18008996,26.928098,38.434815,1.78169,1.090187,7.065221,7.656858,1.856375,2.097399
gene-LOC18008997,38.341548,49.178275,12.798812,15.331955,66.503362,74.450275,23.429265,16.340035
gene-LOC18008998,0,0,0.310046,0,0.657562,0.317149,2.43572,1.699772
gene-LOC18008999,10.399762,17.12415,27.717891,26.032799,15.024969,18.692479,23.028782,22.253395
gene-LOC18009000,14.352909,12.3923,1.678612,1.305667,21.615653,30.493703,2.079888,2.683543
gene-LOC18009001,3.188943,2.563265,14.807536,16.119181,4.142006,3.890528,28.23602,31.532512
gene-LOC18009002,31.883926,31.796007,37.916368,43.278494,12.5899,14.007553,34.032776,31.406158
gene-LOC18009003,31.805145,43.105275,237.202787,198.157312,32.511815,31.071412,357.513772,270.158556
gene-LOC18009004,0.464696,0.610967,0,0,0.812303,1.072433,0.133289,0
gene-LOC18009005,0,0,0,0,0,0,0,0
gene-LOC18009006,0,0,4.316178,4.547443,0,0,29.753593,27.397806
gene-LOC18009007,3.776052,2.589124,39.302642,32.87846,4.20132,4.784606,100.715033,93.864531
gene-LOC18009008,48.909764,55.314337,0.275267,0.467615,67.06746,64.626528,0.155722,0.608417
gene-LOC18009009,1.262652,2.902205,49.227232,39.91865,0.753853,1.34532,63.340486,54.459812
gene-LOC18009010,62.786297,62.132453,72.53124,80.055494,59.378489,64.067625,85.805877,74.399889
gene-LOC18009011,0.298668,0.559888,17.072067,6.30709,0,0.534701,0.291503,2.392239
gene-LOC18009012,0.140073,0,0,0,0,0,0,0
gene-LOC18009013,29.146883,26.36814,31.872824,33.329478,21.479666,23.400415,25.498039,28.268546
gene-LOC18009014,0,0.065153,0,0,0,0,0,0
gene-LOC18009015,822.153948,700.916853,698.093315,782.585361,369.461155,539.237898,244.744504,347.703277
gene-LOC18009016,8.855701,9.934446,16.734374,16.65416,8.366657,7.416297,37.638441,34.83448
gene-LOC18009017,8.223626,6.702046,10.254388,10.305097,2.262011,2.554412,6.840801,7.739642
gene-LOC18009018,21.940595,23.775023,35.993105,39.01927,20.417861,17.109091,47.409702,41.428745
gene-LOC18009019,550.82936,735.333715,962.320103,939.878397,614.385939,515.666682,1111.066348,1041.673103
gene-LOC18009020,0,0,0,0,0,0,0,0
gene-LOC18009021,120.910532,130.159998,26.274209,25.016868,21.364866,34.315078,4.0706,3.085531
gene-LOC18009022,12.87337,15.305543,20.344337,21.375414,16.371456,15.81313,30.014003,25.86022
gene-LOC18009023,0.204107,0,0.40126,0,0,0,0.547236,0.776367
gene-LOC18009024,0.274652,0.133556,0.126294,0,0.13337,0.129143,2.969091,2.639096
gene-LOC18009025,3.253789,6.00094,33.407193,66.930432,4.627518,5.36575,135.676885,95.953797
gene-LOC18009026,49.420469,81.213676,84.89449,79.86545,80.258201,81.691955,107.649232,131.639132
gene-LOC18009027,12.81811,12.959841,17.951629,15.821767,5.877057,6.792721,10.06441,11.782931
gene-LOC18009028,50.017884,56.82697,86.836177,111.845369,42.848061,70.576393,132.630533,121.855119
gene-LOC18009029,4.347576,6.183802,6.663403,6.939131,3.150848,2.290764,5.670295,5.975681
gene-LOC18009030,14.919051,12.790444,12.879998,12.289238,10.270288,10.322494,10.65021,11.412298
gene-LOC18009031,6.164995,6.643819,5.521269,4.79842,7.219477,6.972663,3.701071,4.430014
gene-LOC18009032,0,0,0,0,0,0,0,0
gene-LOC18009033,199.611021,165.669366,1.180151,1.489869,331.608084,276.410781,1.64528,1.619729
gene-LOC18009034,4.226381,7.077961,26.743493,26.129191,3.783938,4.19399,21.11791,26.456748
gene-LOC18009035,5.348223,3.217677,3.905553,5.303214,3.337363,4.987254,5.420967,2.898514
gene-LOC18009036,1.713516,1.513054,1.055958,1.151846,1.052852,1.020562,1.371408,1.307701
gene-LOC18009037,16.381568,14.837012,27.448323,23.306019,9.350561,10.547478,16.497381,18.41984
gene-LOC18009038,15.861951,19.020726,18.286503,16.003075,11.229346,11.855481,14.794581,15.588193
gene-LOC18009039,7.483974,4.954039,7.962137,9.095169,5.491088,4.585213,9.369292,8.431063
gene-LOC18009040,8.301398,10.136019,25.089742,19.061399,6.105662,5.407445,18.838311,14.949826
gene-LOC18009041,93.067216,93.412991,69.34473,64.401834,64.513102,65.249105,53.953312,57.112497
gene-LOC18009042,6.357731,8.051956,11.804419,12.178194,3.986988,4.493943,19.921243,22.330288
gene-LOC18009043,123.535428,94.22979,27.687785,27.708687,112.185472,128.615194,39.605203,34.373466
gene-LOC18009044,19.03006,16.581102,33.255565,27.390422,12.562414,17.219541,41.530603,38.099765
gene-LOC18009045,27.193587,23.768621,26.818059,26.512475,10.846052,11.989068,23.946518,23.835798
gene-LOC18009046,21.45375,15.209661,152.589959,135.005737,0.130496,2.280747,40.300382,24.91624
gene-LOC18009047,13.01097,12.64786,14.149704,12.67941,9.228831,10.197978,13.674918,11.000528
gene-LOC18009048,17.58169,14.982555,31.199608,27.039076,6.775827,7.231543,21.486055,15.913613
gene-LOC18009049,4.028628,3.167924,9.319998,8.580582,3.181693,2.7401,5.661889,7.26385
gene-LOC18009051,0.22034,0,1.031037,0.230045,0,0,1.145018,0.681142
gene-LOC18009052,0.181521,0.287614,0.426009,0.302647,0.114169,0.274397,0.240202,0.465974
gene-LOC18009053,0.036704,0.354883,0,0.07505,0.212148,0,0.074662,0.036579
gene-LOC18009054,0,0,0,0,0,0,0,0
gene-LOC18009055,51.049096,50.410948,28.407188,29.92245,33.812829,34.722914,30.961599,24.409803
gene-LOC18009056,0.411267,0.459909,0.08098,0.094243,0.362517,0.615825,0.09393,0.446944
gene-LOC18009057,34.592685,22.842598,25.912896,29.303496,13.099136,15.529169,26.030176,23.369017
gene-LOC18009058,0.385267,1.532575,0,0,0.71631,0.695526,0.38238,1.13669
gene-LOC18009059,318.389128,310.900084,339.404055,360.50456,184.222712,172.038707,309.34794,291.022156
gene-LOC18009060,0.080057,0.153823,0.071919,0.040648,0.114716,0.036836,0.121117,0.196885
gene-LOC18009061,12.416099,10.410784,3.192989,3.447515,12.284344,14.66746,3.086932,2.191548
gene-LOC18009062,0.348526,0.68258,0.321523,0.360302,0,0.989245,1.076865,1.771198
gene-LOC18009063,7.262538,10.172408,19.121573,23.746181,7.676031,5.212597,40.970883,34.370555
gene-LOC18009064,38.775473,37.812895,13.829624,15.456733,42.299645,41.366637,13.784837,11.635149
gene-LOC18009065,0.899595,1.198731,1.12807,1.788101,2.150687,1.158579,5.258844,3.882322
gene-LOC18009066,17.550741,13.530404,42.292707,35.172448,4.831416,8.212403,25.346944,27.076343
gene-LOC18009067,5.835923,6.822257,10.592448,9.710531,6.153579,4.725953,12.556234,11.893263
gene-LOC18009068,0.209747,0.133157,1.259265,0.843637,0.595242,0.063784,2.388261,2.698971
gene-LOC18009069,7.279709,6.674786,8.409669,8.567152,3.287999,5.060079,24.47021,13.322357
gene-LOC18009071,0.293572,0.142255,0.60338,0.226159,0.21278,0.137118,0.225286,0.220857
gene-LOC18009072,144.764454,140.920996,12.462242,15.363517,173.792857,165.998907,10.038537,10.083241
gene-LOC18009073,288.105651,260.166574,9.280152,8.441857,423.255392,396.335194,9.603614,9.233284
gene-LOC18009074,22.657518,22.639691,123.746473,82.87859,37.620382,50.103319,23.473404,66.624483
gene-LOC18009075,0.60664,0.704536,0.885052,0.746827,0.117092,0.226293,1.612769,0.364452
gene-LOC18009076,0.289233,0.146552,2.892798,2.127579,0.442801,0.430578,0.754142,0.152911
gene-LOC18009077,7.239925,6.604577,9.761116,12.079395,4.832637,6.157067,16.723979,14.970322
gene-LOC18009078,7.886053,7.125377,2.5246,2.273849,15.309845,12.845999,1.96249,2.77645
gene-LOC18009079,0,0,0,0,0,0,0,0
gene-LOC18009080,1.260835,1.51489,1.139504,1.153176,1.322109,0.966494,2.721545,1.804845
gene-LOC18009081,11.560487,14.141418,18.472711,19.104717,7.530687,8.872972,15.176258,23.126477
gene-LOC18009082,57.047178,72.996886,71.628703,66.035301,49.636509,41.316191,65.21125,72.133626
gene-LOC18009083,12.890122,17.375455,19.736787,24.5782,16.077179,16.293197,38.860331,33.521145
gene-LOC18009084,13.313447,13.849688,15.520707,14.3866,6.761418,8.10923,10.802887,7.110209
gene-LOC18009086,25.493941,20.066031,17.29455,16.798594,22.321787,23.17074,20.645395,12.824398
gene-LOC18009087,0.767333,0.466505,0.153199,0.172926,0.198951,0.236847,0,0
gene-LOC18009088,48.975028,41.400805,4.6481,4.592364,32.27299,44.148609,3.248906,3.35835
gene-LOC18009089,1.968665,2.336442,1.790429,2.167406,1.787693,1.814681,2.760283,2.560523
gene-LOC18009090,5.486896,5.688077,3.393818,2.936047,5.114328,4.578125,3.54429,3.116589
gene-LOC18009091,6.095275,7.463249,7.086005,5.219464,4.200994,5.259216,8.07213,7.428051
gene-LOC18009093,29.860931,44.15998,40.351085,30.435151,31.555098,35.602269,38.984593,41.464772
gene-LOC18009094,3.834162,3.253552,6.390826,6.794199,3.126329,3.775714,5.871463,7.273567
gene-LOC18009095,37.5701,33.079956,7.331002,7.621361,30.25947,31.394976,10.079395,11.641284
gene-LOC18009096,31.254648,26.656464,8.370307,4.545252,43.729885,43.277028,29.565458,27.346734
gene-LOC18009097,64.182677,51.564553,91.898241,110.436476,28.27387,40.042003,57.330294,71.454757
gene-LOC18009098,17.28377,21.309614,24.002625,17.565117,25.936289,25.466401,43.972969,48.570118
gene-LOC18009099,264.435038,193.376458,99.056354,114.431235,62.284032,85.247032,58.108566,46.962009
gene-LOC18009100,47.10638,40.853016,39.203853,47.659186,29.242094,27.831461,47.484417,43.056851
gene-LOC18009101,0,0,0,0,0,0,0,0
gene-LOC18009102,10.277268,7.676319,10.144026,8.720616,5.098729,4.433034,16.28666,15.273832
gene-LOC18009104,10.466519,11.83831,13.12757,13.285481,11.187298,10.704032,15.659592,16.261042
gene-LOC18009105,26.783288,23.976418,35.743372,38.733664,12.993944,16.734686,33.642257,32.349618
gene-LOC18009106,8.671935,11.104463,1.942513,2.112213,16.761237,15.451459,2.100467,3.33017
gene-LOC18009107,0,0.186847,0.088246,0,0,0,5.094591,2.549569
gene-LOC18009108,29.650285,36.680198,38.486694,44.381741,25.469426,25.167656,52.239966,47.2026
gene-LOC18009109,0.610534,0,0,0,5.918224,5.89832,0.154914,0.306252
gene-LOC18009111,0,0,0,0.133447,0,0,0,0
gene-LOC18009112,35.302355,81.467755,75.725482,104.455088,142.453221,177.79196,268.771645,199.825332
gene-LOC18009113,70.896936,59.840602,28.236648,28.375966,80.539954,85.682817,29.543088,25.500254
gene-LOC18009114,1.052454,0.90847,1.49984,1.002833,0.604161,0.474891,0.799119,0.941582
gene-LOC18009115,1.227275,1.656695,59.458641,59.97842,1.021747,0.828822,74.867441,79.414254
gene-LOC18009117,2.374372,4.048587,0.177413,0.065106,4.417601,3.168111,0.193975,0.196057
gene-LOC18009118,28.203228,28.580464,32.621887,33.646482,22.24005,23.599401,28.248916,29.21702
gene-LOC18009119,38.127847,33.908065,23.285903,24.315226,35.369966,34.46787,34.521983,29.681175
gene-LOC18009120,5.424943,5.217804,4.73024,4.215232,4.610061,4.823319,6.556698,6.183029
gene-LOC18009121,29.029897,30.373277,37.960237,34.715147,19.652666,25.355469,38.141456,28.566262
gene-LOC18009122,0,0,0,0,0,0,0,0
gene-LOC18009123,9.370663,11.621477,8.861042,7.167551,13.779952,15.049024,21.587309,14.357637
gene-LOC18009124,109.94687,114.06123,264.15048,279.572159,96.395725,100.997016,304.62791,278.628297
gene-LOC18009125,17.727973,22.014931,48.579286,46.23054,10.847389,9.546392,19.983809,19.971219
gene-LOC18009126,0,0,0,0,0.200395,0,0.656715,0.162489
gene-LOC18009127,0,0,0.760897,0.284229,0,0.259304,0,0
gene-LOC18009128,9.232178,8.637687,29.508383,28.947752,4.488917,5.269011,21.659477,29.168679
gene-LOC18009129,0,0,0,0,0,0,0,0
gene-LOC18009130,9.128442,9.535752,8.518545,7.777939,9.509404,7.790191,13.690785,10.051112
gene-LOC18009132,14.822433,12.158789,28.316147,22.266359,3.515141,6.055077,20.258196,19.992719
gene-LOC18009133,0.53598,1.024408,0.369898,0.269135,0.820861,0.795308,0.357174,0.813806
gene-LOC18009134,3.887201,5.518958,9.001941,10.238675,7.258232,5.04052,23.935012,26.109877
gene-LOC18009135,0,0,5.764441,12.919411,0,0,0,57.159097
gene-LOC18009136,4.106857,4.233908,1.58327,2.193552,2.840033,2.869018,1.272489,1.826789
gene-LOC18009137,6.727673,6.159305,2.519715,3.709115,8.69734,7.164159,9.853825,9.462696
gene-LOC18009139,15.646437,13.090358,7.283532,7.795107,12.978907,16.170173,7.225847,8.454935
gene-LOC18009140,11.036847,11.724819,27.179534,27.84198,8.983304,7.619935,15.4333,8.251868
gene-LOC18009141,12.540555,12.377687,12.310314,16.760944,7.791195,8.844457,13.825373,14.289768
